CUS_ID,TRN_ID,VENDOR_ID,M_ENTITY,O_ENTITY,PROCESSING_DATE,SERVICE_DATE,TRANSACTION_DATE,ORDER_DATE,TRANSACTION_CODE,FEE_CURRENCY,BASE_CURRENCY,TARGET_CURRENCY,EXCHANGE_RATE,BASE_REVENUE,BASE_REVENUE_LOCAL,CALCULATION_FACTOR,CALCULATED_VALUE
5543,4458,B,B,3B,2025-07-10,2025-01-12,2025-09-13,2025-02-16,X,,USD,GBP,0.79289,651.59,516.64,2,1033.28
5544,4457,B,B,3B,2025-04-06,2025-07-01,2025-07-04,2025-09-14,X,,USD,GBP,0.79289,477.92,378.94,2,757.88
5545,4456,B,B,3B,2025-04-19,2025-06-30,2025-05-11,2025-09-15,X,,KWD,GBP,2.56918,30.0,77.08,2,154.16
5546,4455,B,B,3B,2025-01-07,2025-08-24,2025-08-29,2025-03-13,X,,EUR,GBP,0.8276,86.5,71.59,2,143.18
5547,4454,B,B,3B,2025-02-22,2025-05-19,2025-01-26,2025-04-25,X,,EUR,GBP,0.8276,23.31,19.29,3,57.87
5548,4453,B,B,3B,2025-04-25,2025-08-17,2025-08-22,2025-04-22,X,,DKK,GBP,0.11094,357.0,39.61,2,79.22
5549,4452,B,B,3B,2025-04-06,2025-04-08,2025-09-09,2025-01-28,Y,USD,USD,GBP,0.79289,84.0,66.6,2,133.2
5550,4451,A,A,ZZ,2025-05-19,2025-01-06,2025-06-01,2025-08-20,X,,USD,GBP,0.79289,235.0,186.33,2,372.66
5551,4450,B,B,3B,2025-03-02,2025-02-01,2025-08-14,2025-06-30,X,,EUR,GBP,0.8276,46.19,38.23,2,76.46
5552,4449,A,A,ZZ,2025-08-13,2025-02-25,2025-08-29,2025-03-04,X,,USD,GBP,0.79289,562.0,445.6,5,2228.0
5553,4448,B,B,ZZ,2025-04-08,2025-04-03,2025-03-08,2025-01-29,X,,USD,GBP,0.79289,1975.0,1565.96,3,4697.88
5554,4447,B,B,3B,2025-09-12,2025-03-26,2025-06-19,2025-08-19,Y,PLN,PLN,GBP,0.19407,223.0,43.28,2,86.56
5555,4446,B,B,3B,2025-08-24,2025-01-07,2025-03-22,2025-07-15,X,,EUR,GBP,0.8276,312.95,259.0,2,518.0
5556,4445,B,B,3B,2025-01-31,2025-06-29,2025-05-24,2025-08-24,Y,ZAR,ZAR,GBP,0.04344,705.88,30.66,2,61.32
5557,4444,B,B,3B,2025-01-09,2025-07-26,2025-05-24,2025-08-08,Y,USD,USD,GBP,0.79289,160.0,126.86,3,380.58
5558,4443,B,B,3B,2025-02-28,2025-07-02,2025-02-02,2025-08-03,X,,USD,GBP,0.79289,1359.6,1078.01,2,2156.02
5559,4442,B,B,3B,2025-07-12,2025-01-30,2025-02-03,2025-09-14,Y,USD,USD,GBP,0.79289,20.0,15.86,2,31.72
5560,4441,A,A,ZZ,2025-06-05,2025-01-24,2025-05-28,2025-02-05,X,,USD,GBP,0.79289,232.0,183.95,2,367.9
5561,4440,B,B,3B,2025-07-15,2025-04-19,2025-02-03,2025-05-10,X,,EUR,GBP,0.8276,65.95,54.58,2,109.16
5562,4439,A,A,ZZ,2025-02-17,2025-06-24,2025-07-06,2025-07-10,X,,USD,GBP,0.79289,256.0,202.98,3,608.94
5563,4438,B,B,3B,2025-05-18,2025-04-28,2025-07-28,2025-05-04,X,,EUR,GBP,0.8276,44.5,36.83,2,73.66
5564,4437,A,A,ZZ,2025-04-21,2025-06-09,2025-05-28,2025-02-12,X,,USD,GBP,0.79289,67.64,53.63,3,160.89
5565,4436,A,A,ZZ,2025-04-16,2025-04-18,2025-04-24,2025-04-07,X,,USD,GBP,0.79289,168.0,133.21,4,532.84
5566,4435,A,A,ZZ,2025-08-18,2025-03-18,2025-04-13,2025-05-25,X,,USD,GBP,0.79289,161.0,127.66,3,382.98
5567,4434,B,B,3B,2025-02-02,2025-04-27,2025-02-18,2025-02-22,X,,USD,GBP,0.79289,439.98,348.86,2,697.72
5568,4433,B,B,3B,2025-08-14,2025-06-03,2025-08-18,2025-05-08,X,,HUF,GBP,0.00201,22900.0,46.03,2,92.06
5569,4432,B,B,3B,2025-01-14,2025-03-06,2025-03-28,2025-05-14,X,,EUR,GBP,0.8276,2656.56,2198.57,3,6595.71
5570,4431,B,B,3B,2025-02-09,2025-09-16,2025-09-17,2025-05-14,X,,CHF,GBP,0.88543,1728.59,1530.55,5,7652.75
5571,4430,B,B,3B,2025-09-11,2025-04-26,2025-08-01,2025-05-04,X,,PLN,GBP,0.19407,278.3,54.01,2,108.02
5572,4429,B,B,3B,2025-07-29,2025-09-03,2025-07-12,2025-08-03,X,,EUR,GBP,0.8276,527.46,436.53,2,873.06
5573,4428,B,B,3B,2025-06-22,2025-08-17,2025-01-09,2025-07-01,X,,EUR,GBP,0.8276,89.5,74.07,2,148.14
5574,4427,B,B,3B,2025-08-16,2025-05-14,2025-09-17,2025-05-23,X,,USD,GBP,0.79289,402.02,318.76,2,637.52
5575,4426,B,B,3B,2025-09-24,2025-04-28,2025-04-17,2025-03-20,X,,EUR,GBP,0.8276,128.0,105.93,2,211.86
5576,4425,B,B,3B,2025-05-23,2025-08-31,2025-08-06,2025-04-29,Y,USD,USD,GBP,0.79289,70.0,55.5,2,111.0
5577,4424,B,B,3B,2025-02-16,2025-04-08,2025-06-27,2025-07-07,X,,EUR,GBP,0.8276,148.0,122.48,2,244.96
5578,4423,B,B,3B,2025-09-24,2025-05-18,2025-06-07,2025-03-23,X,,CAD,GBP,0.55222,487.78,269.36,2,538.72
5579,4422,B,B,ZZ,2025-04-24,2025-09-09,2025-08-24,2025-01-30,X,,USD,GBP,0.79289,96.72,76.69,2,153.38
5580,4421,B,B,ZZ,2025-06-18,2025-06-10,2025-05-24,2025-02-16,X,,USD,GBP,0.79289,371.0,294.16,5,1470.8
5581,4420,B,B,3B,2025-04-21,2025-01-10,2025-06-11,2025-02-21,X,,INR,GBP,0.00933,53619.17,500.27,4,2001.08
5582,4419,B,B,3B,2025-06-17,2025-02-03,2025-05-14,2025-01-09,Y,USD,USD,GBP,0.79289,69.0,54.71,2,109.42
5583,4418,B,B,3B,2025-03-01,2025-02-16,2025-02-27,2025-09-18,X,,EUR,GBP,0.8276,63.21,52.31,4,209.24
5584,4417,B,B,3B,2025-01-04,2025-09-04,2025-06-03,2025-06-24,X,,EUR,GBP,0.8276,137.37,113.69,4,454.76
5585,4416,B,B,3B,2025-06-14,2025-02-27,2025-07-14,2025-02-26,X,,EUR,GBP,0.8276,147.5,122.07,2,244.14
5586,4415,B,B,3B,2025-08-15,2025-09-06,2025-05-15,2025-06-22,X,,USD,GBP,0.79289,78.65,62.36,2,124.72
5587,4414,B,B,3B,2025-02-06,2025-03-31,2025-08-24,2025-02-22,X,,USD,GBP,0.79289,12114.6,9605.55,5,48027.75
5588,4413,B,B,3B,2025-02-22,2025-02-21,2025-04-29,2025-06-18,X,,EUR,GBP,0.8276,89.0,73.66,2,147.32
5589,4412,B,B,3B,2025-02-14,2025-07-03,2025-01-12,2025-08-03,X,,INR,GBP,0.00933,76595.0,714.63,2,1429.26
5590,4411,B,B,OU,2025-08-15,2025-02-26,2025-08-31,2025-03-31,X,,EUR,GBP,0.8276,114.5,94.76,5,473.8
5591,4410,B,B,3B,2025-08-07,2025-02-10,2025-03-23,2025-04-12,X,,USD,GBP,0.79289,206.44,163.68,2,327.36
5592,4409,I,I,4M,2025-03-25,2025-06-01,2025-06-25,2025-05-13,X,,GBP,EUR,1.20833,78.33,94.65,3,283.95
5593,4408,B,B,3B,2025-09-14,2025-06-19,2025-09-18,2025-04-26,X,,EUR,GBP,0.8276,326.91,270.55,4,1082.2
5594,4407,I,I,4M,2025-05-21,2025-03-09,2025-02-19,2025-05-08,Y,GBP,EUR,EUR,1.20833,17.4,21.02,1,21.02
5595,4406,B,B,3B,2025-08-01,2025-08-11,2025-02-20,2025-04-28,X,,USD,GBP,0.79289,756.7,599.98,2,1199.96
5596,4405,B,B,3B,2025-06-13,2025-02-22,2025-08-27,2025-06-15,X,,USD,GBP,0.79289,182.8,144.94,5,724.7
5597,4404,B,B,3B,2025-08-29,2025-05-01,2025-06-07,2025-06-15,X,,USD,GBP,0.79289,47.12,37.36,2,74.72
5598,4403,B,B,3B,2025-05-05,2025-01-12,2025-05-09,2025-01-21,X,,INR,GBP,0.00933,49450.53,461.37,4,1845.48
5599,4402,B,B,3B,2025-01-11,2025-09-01,2025-02-19,2025-06-10,X,,EUR,GBP,0.8276,101.9,84.33,3,252.99
5600,4401,B,B,3B,2025-02-15,2025-01-17,2025-01-11,2025-07-27,X,,HKD,GBP,0.10201,2319.97,236.66,2,473.32
5601,4400,B,B,3B,2025-04-02,2025-09-20,2025-08-31,2025-01-11,Y,EUR,EUR,GBP,0.8276,18.0,14.9,2,29.8
5602,4399,B,B,4M,2025-06-21,2025-02-10,2025-04-15,2025-04-29,X,,EUR,GBP,0.8276,187.0,154.76,3,464.28
5603,4398,A,A,ZZ,2025-04-11,2025-01-06,2025-01-09,2025-04-13,X,,USD,GBP,0.79289,59.0,46.78,2,93.56
5604,4397,B,B,3B,2025-07-25,2025-08-27,2025-02-14,2025-04-11,Y,USD,USD,GBP,0.79289,42.0,33.3,2,66.6
5605,4396,B,B,3B,2025-07-31,2025-01-18,2025-04-01,2025-05-11,X,,HKD,GBP,0.10201,1013.45,103.38,2,206.76
5606,4395,B,B,3B,2025-03-31,2025-07-11,2025-06-27,2025-04-27,X,,CHF,GBP,0.88543,116.5,103.15,5,515.75
5607,4394,A,A,ZZ,2025-06-25,2025-06-06,2025-04-28,2025-03-02,X,,USD,GBP,0.79289,128.0,101.49,4,405.96
5608,4393,B,B,ZZ,2025-04-14,2025-07-31,2025-01-23,2025-07-01,X,,USD,GBP,0.79289,134.72,106.82,3,320.46
5609,4392,A,A,ZZ,2025-08-24,2025-07-29,2025-07-16,2025-06-09,X,,USD,GBP,0.79289,335.0,265.62,5,1328.1
5610,4391,A,A,ZZ,2025-06-16,2025-03-27,2025-07-14,2025-06-16,X,,USD,GBP,0.79289,3702.0,2935.28,5,14676.4
5611,4390,B,B,ZZ,2025-04-24,2025-08-16,2025-06-07,2025-05-12,X,,USD,GBP,0.79289,452.01,358.39,2,716.78
5612,4389,B,B,3B,2025-08-05,2025-09-04,2025-03-30,2025-03-03,X,,USD,GBP,0.79289,3607.52,2860.37,2,5720.74
5613,4388,B,B,3B,2025-08-01,2025-02-23,2025-08-30,2025-04-24,X,,AED,GBP,0.21584,1530.5,330.34,3,991.02
5614,4387,B,B,3B,2025-03-16,2025-07-12,2025-03-04,2025-03-01,Y,USD,USD,GBP,0.79289,150.0,118.93,2,237.86
5615,4386,B,B,3B,2025-06-03,2025-08-23,2025-06-02,2025-08-27,Y,HKD,HKD,GBP,0.10201,950.0,96.91,2,193.82
5616,4385,A,A,ZZ,2025-08-04,2025-08-03,2025-01-05,2025-08-04,X,,USD,GBP,0.79289,194.0,153.82,5,769.1
5617,4384,B,B,3B,2025-03-07,2025-05-26,2025-07-19,2025-02-27,X,,EUR,GBP,0.8276,166.03,137.41,2,274.82
5618,4383,B,B,3B,2025-04-23,2025-04-23,2025-03-19,2025-08-29,X,,USD,GBP,0.79289,2402.27,1904.74,5,9523.7
5619,4382,B,B,3B,2025-05-25,2025-09-02,2025-06-02,2025-01-12,X,,EUR,GBP,0.8276,230.5,190.76,2,381.52
5620,4381,A,A,ZZ,2025-09-12,2025-08-07,2025-04-03,2025-07-15,X,,USD,GBP,0.79289,264.0,209.32,2,418.64
5621,4380,A,A,ZZ,2025-03-19,2025-07-20,2025-05-16,2025-02-18,X,,USD,GBP,0.79289,93.0,73.74,2,147.48
5622,4379,B,B,3B,2025-01-31,2025-08-20,2025-01-13,2025-04-06,X,,ZAR,GBP,0.04344,5063.83,219.97,2,439.94
5623,4378,B,B,3B,2025-03-07,2025-02-05,2025-06-05,2025-01-23,X,,EUR,GBP,0.8276,126.42,104.63,2,209.26
5624,4377,B,B,3B,2025-06-11,2025-01-05,2025-08-17,2025-07-30,X,,USD,GBP,0.79289,1253.32,993.74,2,1987.48
5625,4376,B,B,3B,2025-09-27,2025-07-12,2025-09-16,2025-04-29,Y,SAR,SAR,GBP,0.21144,244.0,51.59,2,103.18
5626,4375,A,A,ZZ,2025-04-29,2025-04-27,2025-09-27,2025-09-20,X,,USD,GBP,0.79289,769.0,609.73,3,1829.19
5627,4374,B,B,3B,2025-04-25,2025-04-04,2025-07-11,2025-08-27,X,,EUR,GBP,0.8276,137.5,113.8,2,227.6
5628,4373,B,B,3B,2025-01-03,2025-03-10,2025-09-24,2025-09-18,X,,USD,GBP,0.79289,288.55,228.79,2,457.58
5629,4372,B,B,3B,2025-09-01,2025-04-03,2025-03-14,2025-07-13,X,,USD,GBP,0.79289,2026.57,1606.85,5,8034.25
5630,4371,B,B,3B,2025-05-26,2025-09-02,2025-08-20,2025-03-30,X,,EUR,GBP,0.8276,18.5,15.31,2,30.62
5631,4370,B,B,7R,2025-08-04,2025-03-09,2025-07-24,2025-08-17,X,,PKR,GBP,0.00284,26020.88,73.9,2,147.8
5632,4369,B,B,3B,2025-03-09,2025-03-25,2025-06-06,2025-08-01,Y,USD,USD,GBP,0.79289,180.0,142.72,3,428.16
5633,4368,B,B,3B,2025-07-17,2025-02-03,2025-08-29,2025-09-14,X,,JPY,GBP,0.0051,38894.78,198.36,2,396.72
5634,4367,B,B,3B,2025-02-02,2025-05-20,2025-01-16,2025-06-19,X,,CAD,GBP,0.55222,2307.08,1274.02,2,2548.04
5635,4366,B,B,3B,2025-05-14,2025-02-24,2025-02-04,2025-07-03,X,,USD,GBP,0.79289,1051.93,834.06,4,3336.24
5636,4365,B,B,3B,2025-04-28,2025-02-15,2025-01-13,2025-01-17,X,,SAR,GBP,0.21144,91.57,19.36,4,77.44
5637,4364,B,B,3B,2025-01-04,2025-01-10,2025-09-09,2025-08-20,X,,INR,GBP,0.00933,39740.93,370.78,2,741.56
5638,4363,B,B,3B,2025-08-31,2025-05-07,2025-05-06,2025-06-29,X,,ZAR,GBP,0.04344,10071.18,437.49,5,2187.45
5639,4362,B,B,3B,2025-03-28,2025-04-02,2025-04-27,2025-08-28,X,,CNY,GBP,0.10871,1480.5,160.95,2,321.9
5640,4361,A,A,ZZ,2025-01-13,2025-04-22,2025-06-28,2025-02-14,X,,USD,GBP,0.79289,135.0,107.04,2,214.08
5641,4360,B,B,3B,2025-04-18,2025-03-14,2025-04-19,2025-03-07,Y,EUR,EUR,GBP,0.8276,18.0,14.9,2,29.8
5642,4359,B,B,3B,2025-02-03,2025-06-07,2025-09-06,2025-02-28,X,,EUR,GBP,0.8276,71.5,59.17,2,118.34
5643,4358,B,B,3B,2025-01-09,2025-05-04,2025-08-27,2025-05-25,X,,USD,GBP,0.79289,570.07,452.0,5,2260.0
5644,4357,B,B,3B,2025-04-23,2025-05-17,2025-05-12,2025-01-21,X,,EUR,GBP,0.8276,161.7,133.82,2,267.64
5645,4356,B,B,3B,2025-08-18,2025-07-04,2025-03-18,2025-04-12,X,,USD,GBP,0.79289,367.36,291.28,2,582.56
5646,4355,B,B,3B,2025-05-14,2025-01-06,2025-06-16,2025-03-17,X,,EUR,GBP,0.8276,87.48,72.4,2,144.8
5647,4354,B,B,3B,2025-02-26,2025-04-13,2025-08-12,2025-01-09,X,,BBD,GBP,0.39644,549.78,217.95,3,653.85
5648,4353,B,B,3B,2025-08-14,2025-08-12,2025-05-23,2025-08-24,Y,USD,USD,GBP,0.79289,126.0,99.9,3,299.7
5649,4352,B,B,3B,2025-02-01,2025-05-22,2025-07-20,2025-06-20,X,,SAR,GBP,0.21144,6468.17,1367.63,4,5470.52
5650,4351,B,B,3B,2025-03-11,2025-09-12,2025-02-01,2025-08-23,X,,USD,GBP,0.79289,638.36,506.15,2,1012.3
5651,4350,B,B,3B,2025-05-15,2025-05-28,2025-06-18,2025-07-13,X,,USD,GBP,0.79289,683.14,541.65,3,1624.95
5652,4349,B,B,3B,2025-01-06,2025-08-19,2025-06-02,2025-07-23,Y,SGD,SGD,GBP,0.58494,347.47,203.25,2,406.5
5653,4348,I,I,4M,2025-08-08,2025-08-16,2025-05-29,2025-02-12,X,,USD,EUR,0.95807,76.5,73.29,1,73.29
5654,4347,A,A,ZZ,2025-03-18,2025-07-02,2025-05-11,2025-09-20,X,,USD,GBP,0.79289,108.0,85.63,2,171.26
5655,4346,B,B,3B,2025-01-11,2025-05-04,2025-06-25,2025-07-09,X,,EUR,GBP,0.8276,78.22,64.73,2,129.46
5656,4345,B,B,3B,2025-03-23,2025-06-01,2025-01-04,2025-06-07,X,,CAD,GBP,0.55222,3824.81,2112.14,3,6336.42
5657,4344,B,B,3B,2025-05-30,2025-02-22,2025-05-09,2025-03-28,X,,NOK,GBP,0.07019,3914.35,274.75,5,1373.75
5658,4343,B,B,3B,2025-02-25,2025-01-09,2025-09-10,2025-08-31,X,,USD,GBP,0.79289,956.58,758.46,2,1516.92
5659,4342,B,B,3B,2025-03-18,2025-04-14,2025-06-10,2025-08-31,X,,EUR,GBP,0.8276,248.5,205.66,4,822.64
5660,4341,B,B,3B,2025-09-03,2025-04-15,2025-04-21,2025-06-06,Y,USD,GBP,GBP,0.79289,889.0,704.88,5,3524.4
5661,4340,B,B,GK,2025-03-30,2025-04-23,2025-01-30,2025-07-24,X,,EUR,GBP,0.8276,104.0,86.07,2,172.14
5662,4339,B,B,3B,2025-06-27,2025-03-11,2025-07-18,2025-07-19,X,,CHF,GBP,0.88543,165.2,146.27,2,292.54
5663,4338,B,B,3B,2025-04-18,2025-02-14,2025-09-18,2025-06-03,X,,CAD,GBP,0.55222,8094.65,4470.03,2,8940.06
5664,4337,B,B,3B,2025-07-04,2025-06-10,2025-07-12,2025-08-30,X,,EUR,GBP,0.8276,92.5,76.55,2,153.1
5665,4336,B,B,3B,2025-07-11,2025-09-26,2025-08-23,2025-03-04,Y,INR,INR,GBP,0.00933,19848.0,185.18,3,555.54
5666,4335,B,B,3B,2025-04-17,2025-03-21,2025-06-09,2025-03-18,X,,USD,GBP,0.79289,646.8,512.84,2,1025.68
5667,4334,B,B,7R,2025-04-18,2025-09-01,2025-02-22,2025-07-01,X,,QAR,GBP,0.21783,7495.82,1632.81,2,3265.62
5668,4333,I,I,4M,2025-07-06,2025-06-09,2025-05-29,2025-04-11,X,,SEK,EUR,0.08701,1336.93,116.33,1,116.33
5669,4332,B,B,3B,2025-01-03,2025-02-18,2025-07-17,2025-06-01,X,,INR,GBP,0.00933,91198.5,850.88,2,1701.76
5670,4331,B,B,3B,2025-09-10,2025-01-30,2025-06-06,2025-02-05,X,,SEK,GBP,0.07201,2113.0,152.16,3,456.48
5671,4330,B,B,3B,2025-01-10,2025-04-28,2025-02-18,2025-01-23,X,,PLN,GBP,0.19407,484.42,94.01,2,188.02
5672,4329,B,B,3B,2025-03-21,2025-08-08,2025-08-27,2025-09-24,X,,NOK,GBP,0.07019,3790.66,266.07,2,532.14
5673,4328,B,B,3B,2025-08-10,2025-04-10,2025-06-06,2025-01-12,X,,USD,GBP,0.79289,412.95,327.42,4,1309.68
5674,4327,B,B,3B,2025-03-01,2025-09-19,2025-08-01,2025-09-14,Y,SAR,SAR,GBP,0.21144,714.0,150.97,4,603.88
5675,4326,B,B,ZZ,2025-01-23,2025-05-23,2025-05-19,2025-04-11,X,,USD,GBP,0.79289,67.63,53.62,2,107.24
5676,4325,B,B,3B,2025-03-23,2025-02-21,2025-02-25,2025-03-14,X,,HUF,GBP,0.00201,53600.0,107.74,4,430.96
5677,4324,A,A,ZZ,2025-02-04,2025-08-16,2025-03-10,2025-07-30,X,,USD,GBP,0.79289,65.0,51.54,5,257.7
5678,4323,B,B,3B,2025-05-31,2025-02-02,2025-07-29,2025-09-06,Y,USD,GBP,GBP,0.79289,939.0,744.52,2,1489.04
5679,4322,B,B,3B,2025-02-24,2025-07-17,2025-08-30,2025-05-20,X,,CHF,GBP,0.88543,228.53,202.35,2,404.7
5680,4321,B,B,3B,2025-05-25,2025-08-07,2025-08-31,2025-07-26,X,,EUR,GBP,0.8276,122.17,101.11,4,404.44
5681,4320,B,B,3B,2025-08-20,2025-06-02,2025-01-21,2025-08-11,Y,EUR,EUR,GBP,0.8276,35.0,28.97,2,57.94
5682,4319,B,B,3B,2025-06-02,2025-07-09,2025-02-05,2025-07-13,X,,CAD,GBP,0.55222,14.22,7.85,2,15.7
5683,4318,B,B,3B,2025-03-17,2025-01-13,2025-07-30,2025-02-18,X,,USD,GBP,0.79289,3856.09,3057.46,4,12229.84
5684,4317,B,B,3B,2025-09-10,2025-02-14,2025-01-23,2025-06-30,X,,CZK,GBP,0.03295,11697.03,385.42,3,1156.26
5685,4316,B,B,3B,2025-08-11,2025-04-22,2025-02-09,2025-08-09,X,,USD,GBP,0.79289,374.32,296.79,2,593.58
5686,4315,B,B,3B,2025-04-25,2025-03-14,2025-03-19,2025-06-20,X,,EUR,GBP,0.8276,134.29,111.14,2,222.28
5687,4314,B,B,3B,2025-01-03,2025-01-30,2025-04-14,2025-04-12,X,,EUR,GBP,0.8276,1772.91,1467.26,2,2934.52
5688,4313,B,B,3B,2025-03-09,2025-09-24,2025-06-01,2025-03-24,X,,EUR,GBP,0.8276,51.69,42.78,2,85.56
5689,4312,A,A,ZZ,2025-08-13,2025-04-29,2025-08-16,2025-03-01,X,,USD,GBP,0.79289,841.0,666.82,2,1333.64
5690,4311,B,B,3B,2025-05-12,2025-03-10,2025-04-23,2025-07-01,X,,EUR,GBP,0.8276,642.07,531.38,5,2656.9
5691,4310,B,B,3B,2025-08-09,2025-01-11,2025-06-10,2025-05-11,X,,EUR,GBP,0.8276,55.0,45.52,2,91.04
5692,4309,B,B,3B,2025-02-19,2025-04-26,2025-07-29,2025-04-13,X,,EUR,GBP,0.8276,446.0,369.11,4,1476.44
5693,4308,B,B,ZZ,2025-07-31,2025-09-20,2025-08-13,2025-07-20,X,,USD,GBP,0.79289,1232.2,977.0,2,1954.0
5694,4307,A,A,3B,2025-06-12,2025-06-19,2025-08-02,2025-02-28,X,,USD,GBP,0.79289,4279.0,3392.78,3,10178.34
5695,4306,B,B,3B,2025-08-26,2025-03-16,2025-01-09,2025-03-19,X,,EUR,GBP,0.8276,100.49,83.17,4,332.68
5696,4305,B,B,3B,2025-08-10,2025-01-27,2025-09-20,2025-08-11,X,,USD,GBP,0.79289,4868.61,3860.27,4,15441.08
5697,4304,A,A,ZZ,2025-09-14,2025-08-05,2025-04-08,2025-04-07,X,,USD,GBP,0.79289,892.0,707.26,2,1414.52
5698,4303,B,B,3B,2025-01-29,2025-06-01,2025-03-16,2025-08-27,Y,USD,USD,GBP,0.79289,41.0,32.51,4,130.04
5699,4302,B,B,3B,2025-09-20,2025-05-19,2025-04-11,2025-07-19,X,,EUR,GBP,0.8276,1054.06,872.34,2,1744.68
5700,4301,B,B,3B,2025-03-28,2025-09-21,2025-06-10,2025-06-12,Y,SGD,SGD,GBP,0.58494,132.0,77.21,2,154.42
5701,4300,B,B,3B,2025-07-14,2025-03-18,2025-08-23,2025-04-11,X,,EUR,GBP,0.8276,92.4,76.47,5,382.35
5702,4299,B,B,3B,2025-04-30,2025-03-11,2025-07-30,2025-09-20,X,,EUR,GBP,0.8276,175.89,145.57,2,291.14
5703,4298,B,B,3B,2025-06-19,2025-02-19,2025-02-14,2025-04-12,X,,USD,GBP,0.79289,240.5,190.69,2,381.38
5704,4297,B,B,3B,2025-06-11,2025-05-17,2025-01-20,2025-08-20,X,,EUR,GBP,0.8276,77.5,64.14,2,128.28
5705,4296,B,B,3B,2025-07-04,2025-07-19,2025-07-13,2025-02-10,X,,BRL,GBP,0.12891,1840.34,237.24,2,474.48
5706,4295,B,B,3B,2025-07-29,2025-08-25,2025-03-05,2025-01-23,X,,EUR,GBP,0.8276,75.64,62.6,2,125.2
5707,4294,B,B,3B,2025-08-25,2025-01-20,2025-08-20,2025-03-07,X,,USD,GBP,0.79289,491.27,389.52,2,779.04
5708,4293,B,B,3B,2025-09-13,2025-01-19,2025-02-09,2025-05-08,Y,USD,USD,GBP,0.79289,75.0,59.47,2,118.94
5709,4292,A,A,ZZ,2025-02-13,2025-05-27,2025-07-28,2025-02-21,X,,USD,GBP,0.79289,41.0,32.51,2,65.02
5710,4291,B,B,3B,2025-07-15,2025-01-01,2025-07-03,2025-05-17,X,,EUR,GBP,0.8276,71.0,58.76,2,117.52
5711,4290,B,B,3B,2025-06-11,2025-08-14,2025-06-18,2025-08-19,Y,MXN,GBP,GBP,0.03921,1660.0,65.09,2,130.18
5712,4289,B,B,3B,2025-07-08,2025-01-26,2025-04-22,2025-06-25,X,,EUR,GBP,0.8276,293.46,242.87,2,485.74
5713,4288,B,B,3B,2025-05-11,2025-04-22,2025-02-02,2025-01-02,X,,USD,GBP,0.79289,323.24,256.29,2,512.58
5714,4287,A,A,ZZ,2025-09-25,2025-08-23,2025-06-10,2025-03-18,X,,USD,GBP,0.79289,119.0,94.35,2,188.7
5715,4286,A,A,ZZ,2025-06-24,2025-02-14,2025-06-30,2025-04-12,X,,USD,GBP,0.79289,113.0,89.6,5,448.0
5716,4285,B,B,7R,2025-09-10,2025-03-18,2025-04-25,2025-07-13,X,,SAR,GBP,0.21144,2668.95,564.32,5,2821.6
5717,4284,B,B,3B,2025-06-02,2025-02-28,2025-05-13,2025-03-01,X,,EUR,GBP,0.8276,167.5,138.62,3,415.86
5718,4283,B,B,3B,2025-01-26,2025-01-03,2025-02-02,2025-01-23,Y,USD,USD,GBP,0.79289,108.0,85.63,2,171.26
5719,4282,B,B,3B,2025-07-01,2025-06-17,2025-06-16,2025-03-31,X,,USD,GBP,0.79289,205.5,162.94,2,325.88
5720,4281,B,B,3B,2025-03-14,2025-08-06,2025-06-13,2025-02-08,Y,EUR,EUR,GBP,0.8276,31.0,25.66,2,51.32
5721,4280,B,B,3B,2025-01-13,2025-01-29,2025-04-24,2025-09-05,X,,EUR,GBP,0.8276,203.0,168.0,4,672.0
5722,4279,B,B,3B,2025-06-05,2025-04-05,2025-04-14,2025-05-02,X,,EUR,GBP,0.8276,85.0,70.35,2,140.7
5723,4278,B,B,3B,2025-04-11,2025-01-05,2025-01-21,2025-06-28,Y,CHF,CHF,GBP,0.88543,68.0,60.21,3,180.63
5724,4277,B,B,3B,2025-03-07,2025-09-15,2025-06-06,2025-05-11,Y,EUR,EUR,GBP,0.8276,108.0,89.38,2,178.76
5725,4276,B,B,3B,2025-02-23,2025-05-12,2025-07-22,2025-07-16,X,,EUR,GBP,0.8276,123.05,101.84,2,203.68
5726,4275,B,B,3B,2025-03-17,2025-08-07,2025-05-05,2025-05-16,X,,NOK,GBP,0.07019,258.43,18.14,2,36.28
5727,4274,B,B,3B,2025-04-18,2025-02-10,2025-08-01,2025-05-08,X,,EUR,GBP,0.8276,70.98,58.74,2,117.48
5728,4273,B,B,3B,2025-02-18,2025-06-12,2025-09-23,2025-08-31,Y,USD,USD,GBP,0.79289,158.0,125.28,2,250.56
5729,4272,B,B,3B,2025-09-22,2025-02-01,2025-04-03,2025-08-17,Y,CHF,CHF,GBP,0.88543,17.15,15.19,2,30.38
5730,4271,B,B,3B,2025-02-03,2025-04-16,2025-04-27,2025-07-11,X,,DZD,GBP,0.00586,29988.0,175.73,2,351.46
5731,4270,B,B,ZZ,2025-09-11,2025-03-22,2025-08-12,2025-01-10,X,,QAR,GBP,0.21783,1276.51,278.06,2,556.12
5732,4269,A,A,ZZ,2025-05-14,2025-05-07,2025-05-14,2025-01-13,X,,USD,GBP,0.79289,124.0,98.32,5,491.6
5733,4268,B,B,3B,2025-04-19,2025-01-15,2025-01-05,2025-05-01,X,,USD,GBP,0.79289,175.83,139.41,2,278.82
