Currency from,Currency to,Conversion unit,Rate,Effective date  
[CLP] CLP,[EUR] EUR,1,0.00092,01/06/2025
[CHF] CHF,[GBP] GBP,1,0.90993,01/06/2025
[CHF] CHF,[USD] USD,1,1.22588,01/06/2025
[CHF] CHF,[EUR] EUR,1,1.0639,01/06/2025
[CAD] CAD,[GBP] GBP,1,0.54094,01/06/2025
[CAD] CAD,[USD] USD,1,0.72878,01/06/2025
[CAD] CAD,[EUR] EUR,1,0.63247,01/06/2025
[BZD] BZD,[GBP] GBP,1,0.37112,01/06/2025
[BZD] BZD,[USD] USD,1,0.5,01/06/2025
[BZD] BZD,[EUR] EUR,1,0.43392,01/06/2025
[BWP] BWP,[GBP] GBP,1,0.05459,01/06/2025
[BWP] BWP,[USD] USD,1,0.07355,01/06/2025
[BWP] BWP,[EUR] EUR,1,0.06383,01/06/2025
[BSD] BSD,[GBP] GBP,1,0.74225,01/06/2025
[BSD] BSD,[USD] USD,1,1,01/06/2025
[BSD] BSD,[EUR] EUR,1,0.86784,01/06/2025
[BRL] BRL,[GBP] GBP,1,0.13502,01/06/2025
[BRL] BRL,[USD] USD,1,0.18191,01/06/2025
[BRL] BRL,[EUR] EUR,1,0.15787,01/06/2025
[BND] BND,[GBP] GBP,1,0.57712,01/06/2025
[BND] BND,[USD] USD,1,0.77753,01/06/2025
[BND] BND,[EUR] EUR,1,0.67477,01/06/2025
[BMD] BMD,[GBP] GBP,1,0.74225,01/06/2025
[BMD] BMD,[USD] USD,1,1,01/06/2025
[BMD] BMD,[EUR] EUR,1,0.86784,01/06/2025
[BIF] BIF,[GBP] GBP,1,0.00025,01/06/2025
[BIF] BIF,[USD] USD,1,0.00034,01/06/2025
[BIF] BIF,[EUR] EUR,1,0.00029,01/06/2025
[BHD] BHD,[GBP] GBP,1,1.97355,01/06/2025
[BHD] BHD,[USD] USD,1,2.65887,01/06/2025
[BHD] BHD,[EUR] EUR,1,2.3075,01/06/2025
[BGN] BGN,[GBP] GBP,1,0.4373,01/06/2025
[BGN] BGN,[USD] USD,1,0.58914,01/06/2025
[BGN] BGN,[EUR] EUR,1,0.51129,01/06/2025
[BDT] BDT,[GBP] GBP,1,0.00608,01/06/2025
[BDT] BDT,[USD] USD,1,0.00819,01/06/2025
[BDT] BDT,[EUR] EUR,1,0.00711,01/06/2025
[BBD] BBD,[GBP] GBP,1,0.37112,01/06/2025
[BBD] BBD,[USD] USD,1,0.5,01/06/2025
[BBD] BBD,[EUR] EUR,1,0.43392,01/06/2025
[BAM] BAM,[GBP] GBP,1,0.4373,01/06/2025
[BAM] BAM,[USD] USD,1,0.58914,01/06/2025
[BAM] BAM,[EUR] EUR,1,0.51129,01/06/2025
[AZN] AZN,[GBP] GBP,1,0.43662,01/06/2025
[AZN] AZN,[USD] USD,1,0.58824,01/06/2025
[AZN] AZN,[EUR] EUR,1,0.5105,01/06/2025
[AWG] AWG,[GBP] GBP,1,0.41236,01/06/2025
[AWG] AWG,[USD] USD,1,0.55556,01/06/2025
[AWG] AWG,[EUR] EUR,1,0.48214,01/06/2025
[AUD] AUD,[GBP] GBP,1,0.48009,01/06/2025
[AUD] AUD,[USD] USD,1,0.6468,01/06/2025
[AUD] AUD,[EUR] EUR,1,0.56132,01/06/2025
[ARS] ARS,[GBP] GBP,1,0.00063,01/06/2025
[ARS] ARS,[USD] USD,1,0.00085,01/06/2025
[ARS] ARS,[EUR] EUR,1,0.00074,01/06/2025
[AOA] AOA,[GBP] GBP,1,0.00079,01/06/2025
[AOA] AOA,[USD] USD,1,0.00106,01/06/2025
[AOA] AOA,[EUR] EUR,1,0.00092,01/06/2025
[ANG] ANG,[GBP] GBP,1,0.41467,01/06/2025
[ANG] ANG,[USD] USD,1,0.55866,01/06/2025
[ANG] ANG,[EUR] EUR,1,0.48483,01/06/2025
[AMD] AMD,[GBP] GBP,1,0.00193,01/06/2025
[AMD] AMD,[USD] USD,1,0.0026,01/06/2025
[AMD] AMD,[EUR] EUR,1,0.00225,01/06/2025
[AED] AED,[GBP] GBP,1,0.20209,01/06/2025
[AED] AED,[USD] USD,1,0.27227,01/06/2025
[AED] AED,[EUR] EUR,1,0.23629,01/06/2025
[USD] USD,[GBP] GBP,1,0.74225,01/06/2025
[USD] USD,[EUR] EUR,1,0.86784,01/06/2025
[GBP] GBP,[USD] USD,1,1.34724,01/06/2025
[GBP] GBP,[EUR] EUR,1,1.16921,01/06/2025
[EUR] EUR,[GBP] GBP,1,0.84205,01/05/2025
[EUR] EUR,[USD] USD,1,1.12557,01/05/2025
[ZMW] ZMW,[GBP] GBP,1,0.02764,01/05/2025
[ZMW] ZMW,[USD] USD,1,0.03695,01/05/2025
[ZMW] ZMW,[EUR] EUR,1,0.03283,01/05/2025
[ZAR] ZAR,[GBP] GBP,1,0.04153,01/05/2025
[ZAR] ZAR,[USD] USD,1,0.05551,01/05/2025
[ZAR] ZAR,[EUR] EUR,1,0.04932,01/05/2025
[XPF] XPF,[GBP] GBP,1,0.00706,01/05/2025
[XPF] XPF,[USD] USD,1,0.00943,01/05/2025
[XPF] XPF,[EUR] EUR,1,0.00838,01/05/2025
[XOF] XOF,[GBP] GBP,1,0.00128,01/05/2025
[XOF] XOF,[USD] USD,1,0.00172,01/05/2025
[XOF] XOF,[EUR] EUR,1,0.00152,01/05/2025
[XCD] XCD,[GBP] GBP,1,0.27707,01/05/2025
[XCD] XCD,[USD] USD,1,0.37037,01/05/2025
[XCD] XCD,[EUR] EUR,1,0.32904,01/05/2025
[XAF] XAF,[GBP] GBP,1,0.00128,01/05/2025
[XAF] XAF,[USD] USD,1,0.00172,01/05/2025
[XAF] XAF,[EUR] EUR,1,0.00152,01/05/2025
[VUV] VUV,[GBP] GBP,1,0.00625,01/05/2025
[VUV] VUV,[USD] USD,1,0.00835,01/05/2025
[VUV] VUV,[EUR] EUR,1,0.00742,01/05/2025
[VND] VND,[GBP] GBP,1,0.00003,01/05/2025
[VND] VND,[USD] USD,1,0.00004,01/05/2025
[VND] VND,[EUR] EUR,1,0.00003,01/05/2025
[USD] USD,[GBP] GBP,1,0.74809,01/05/2025
[USD] USD,[EUR] EUR,1,0.88842,01/05/2025
[UAH] UAH,[GBP] GBP,1,0.01802,01/05/2025
[UAH] UAH,[USD] USD,1,0.02408,01/05/2025
[UAH] UAH,[EUR] EUR,1,0.0214,01/05/2025
[TWD] TWD,[GBP] GBP,1,0.02481,01/05/2025
[TWD] TWD,[USD] USD,1,0.03317,01/05/2025
[TWD] TWD,[EUR] EUR,1,0.02947,01/05/2025
[TTD] TTD,[GBP] GBP,1,0.11027,01/05/2025
[TTD] TTD,[USD] USD,1,0.1474,01/05/2025
[TTD] TTD,[EUR] EUR,1,0.13095,01/05/2025
[TRY] TRY,[GBP] GBP,1,0.01929,01/05/2025
[TRY] TRY,[USD] USD,1,0.02579,01/05/2025
[TRY] TRY,[EUR] EUR,1,0.02291,01/05/2025
[TOP] TOP,[GBP] GBP,1,0.31033,01/05/2025
[TOP] TOP,[USD] USD,1,0.41483,01/05/2025
[TOP] TOP,[EUR] EUR,1,0.36854,01/05/2025
[TND] TND,[GBP] GBP,1,0.24824,01/05/2025
[TND] TND,[USD] USD,1,0.33183,01/05/2025
[TND] TND,[EUR] EUR,1,0.29481,01/05/2025
[THB] THB,[GBP] GBP,1,0.02246,01/05/2025
[THB] THB,[USD] USD,1,0.03002,01/05/2025
[THB] THB,[EUR] EUR,1,0.02667,01/05/2025
[SZL] SZL,[GBP] GBP,1,0.04153,01/05/2025
[SZL] SZL,[USD] USD,1,0.05551,01/05/2025
[SZL] SZL,[EUR] EUR,1,0.04932,01/05/2025
[SGD] SGD,[GBP] GBP,1,0.57782,01/05/2025
[SGD] SGD,[USD] USD,1,0.77238,01/05/2025
[SGD] SGD,[EUR] EUR,1,0.68621,01/05/2025
[SEK] SEK,[GBP] GBP,1,0.07735,01/05/2025
[SEK] SEK,[USD] USD,1,0.10339,01/05/2025
[SEK] SEK,[EUR] EUR,1,0.09185,01/05/2025
[SDG] SDG,[GBP] GBP,1,0.00035,01/05/2025
[SDG] SDG,[USD] USD,1,0.00046,01/05/2025
[SDG] SDG,[EUR] EUR,1,0.00041,01/05/2025
[SCR] SCR,[GBP] GBP,1,0.05012,01/05/2025
[SCR] SCR,[USD] USD,1,0.067,01/05/2025
[SCR] SCR,[EUR] EUR,1,0.05952,01/05/2025
[SAR] SAR,[GBP] GBP,1,0.19949,01/05/2025
[SAR] SAR,[USD] USD,1,0.26667,01/05/2025
[SAR] SAR,[EUR] EUR,1,0.23691,01/05/2025
[RWF] RWF,[GBP] GBP,1,0.00052,01/05/2025
[RWF] RWF,[USD] USD,1,0.0007,01/05/2025
[RWF] RWF,[EUR] EUR,1,0.00062,01/05/2025
[RUB] RUB,[GBP] GBP,1,0.0093,01/05/2025
[RUB] RUB,[USD] USD,1,0.01244,01/05/2025
[RUB] RUB,[EUR] EUR,1,0.01105,01/05/2025
[RSD] RSD,[GBP] GBP,1,0.00715,01/05/2025
[RSD] RSD,[USD] USD,1,0.00955,01/05/2025
[RSD] RSD,[EUR] EUR,1,0.00849,01/05/2025
[RON] RON,[GBP] GBP,1,0.16597,01/05/2025
[RON] RON,[USD] USD,1,0.22185,01/05/2025
[RON] RON,[EUR] EUR,1,0.1971,01/05/2025
[QAR] QAR,[GBP] GBP,1,0.20552,01/05/2025
[QAR] QAR,[USD] USD,1,0.27473,01/05/2025
[QAR] QAR,[EUR] EUR,1,0.24407,01/05/2025
[PYG] PYG,[GBP] GBP,1,0.00009,01/05/2025
[PYG] PYG,[USD] USD,1,0.00013,01/05/2025
[PYG] PYG,[EUR] EUR,1,0.00011,01/05/2025
[PLN] PLN,[GBP] GBP,1,0.19787,01/05/2025
[PLN] PLN,[USD] USD,1,0.26449,01/05/2025
[PLN] PLN,[EUR] EUR,1,0.23499,01/05/2025
[PKR] PKR,[GBP] GBP,1,0.00265,01/05/2025
[PKR] PKR,[USD] USD,1,0.00354,01/05/2025
[PKR] PKR,[EUR] EUR,1,0.00314,01/05/2025
[PHP] PHP,[GBP] GBP,1,0.01342,01/05/2025
[PHP] PHP,[USD] USD,1,0.01793,01/05/2025
[PHP] PHP,[EUR] EUR,1,0.01593,01/05/2025
[PGK] PGK,[GBP] GBP,1,0.17918,01/05/2025
[PGK] PGK,[USD] USD,1,0.23951,01/05/2025
[PGK] PGK,[EUR] EUR,1,0.21279,01/05/2025
[OMR] OMR,[GBP] GBP,1,1.94564,01/05/2025
[OMR] OMR,[USD] USD,1,2.60078,01/05/2025
[OMR] OMR,[EUR] EUR,1,2.31059,01/05/2025
[NZD] NZD,[GBP] GBP,1,0.44226,01/05/2025
[NZD] NZD,[USD] USD,1,0.59118,01/05/2025
[NZD] NZD,[EUR] EUR,1,0.52522,01/05/2025
[NPR] NPR,[GBP] GBP,1,0.00546,01/05/2025
[NPR] NPR,[USD] USD,1,0.0073,01/05/2025
[NPR] NPR,[EUR] EUR,1,0.00649,01/05/2025
[NOK] NOK,[GBP] GBP,1,0.07277,01/05/2025
[NOK] NOK,[USD] USD,1,0.09727,01/05/2025
[NOK] NOK,[EUR] EUR,1,0.08642,01/05/2025
[NGN] NGN,[GBP] GBP,1,0.00047,01/05/2025
[NGN] NGN,[USD] USD,1,0.00063,01/05/2025
[NGN] NGN,[EUR] EUR,1,0.00056,01/05/2025
[NAD] NAD,[GBP] GBP,1,0.04153,01/05/2025
[NAD] NAD,[USD] USD,1,0.05551,01/05/2025
[NAD] NAD,[EUR] EUR,1,0.04932,01/05/2025
[MZN] MZN,[GBP] GBP,1,0.0116,01/05/2025
[MZN] MZN,[USD] USD,1,0.0155,01/05/2025
[MZN] MZN,[EUR] EUR,1,0.01377,01/05/2025
[MYR] MYR,[GBP] GBP,1,0.17446,01/05/2025
[MYR] MYR,[USD] USD,1,0.2332,01/05/2025
[MYR] MYR,[EUR] EUR,1,0.20718,01/05/2025
[MXN] MXN,[GBP] GBP,1,0.03864,01/05/2025
[MXN] MXN,[USD] USD,1,0.05166,01/05/2025
[MXN] MXN,[EUR] EUR,1,0.04589,01/05/2025
[MWK] MWK,[GBP] GBP,1,0.00043,01/05/2025
[MWK] MWK,[USD] USD,1,0.00057,01/05/2025
[MWK] MWK,[EUR] EUR,1,0.00051,01/05/2025
[MUR] MUR,[GBP] GBP,1,0.01596,01/05/2025
[MUR] MUR,[USD] USD,1,0.02133,01/05/2025
[MUR] MUR,[EUR] EUR,1,0.01895,01/05/2025
[MRU] MRU,[GBP] GBP,1,0.01889,01/05/2025
[MRU] MRU,[USD] USD,1,0.02524,01/05/2025
[MRU] MRU,[EUR] EUR,1,0.02243,01/05/2025
[MNT] MNT,[GBP] GBP,1,0.00021,01/05/2025
[MNT] MNT,[USD] USD,1,0.00028,01/05/2025
[MNT] MNT,[EUR] EUR,1,0.00025,01/05/2025
[MKD] MKD,[GBP] GBP,1,0.01366,01/05/2025
[MKD] MKD,[USD] USD,1,0.01826,01/05/2025
[MKD] MKD,[EUR] EUR,1,0.01623,01/05/2025
[MGA] MGA,[GBP] GBP,1,0.00017,01/05/2025
[MGA] MGA,[USD] USD,1,0.00022,01/05/2025
[MGA] MGA,[EUR] EUR,1,0.0002,01/05/2025
[MAD] MAD,[GBP] GBP,1,0.07978,01/05/2025
[MAD] MAD,[USD] USD,1,0.10664,01/05/2025
[MAD] MAD,[EUR] EUR,1,0.09474,01/05/2025
[LKR] LKR,[GBP] GBP,1,0.00247,01/05/2025
[LKR] LKR,[USD] USD,1,0.0033,01/05/2025
[LKR] LKR,[EUR] EUR,1,0.00293,01/05/2025
[KZT] KZT,[GBP] GBP,1,0.00147,01/05/2025
[KZT] KZT,[USD] USD,1,0.00196,01/05/2025
[KZT] KZT,[EUR] EUR,1,0.00174,01/05/2025
[KWD] KWD,[GBP] GBP,1,2.43185,01/05/2025
[KWD] KWD,[USD] USD,1,3.25076,01/05/2025
[KWD] KWD,[EUR] EUR,1,2.88809,01/05/2025
[KRW] KRW,[GBP] GBP,1,0.00054,01/05/2025
[KRW] KRW,[USD] USD,1,0.00072,01/05/2025
[KRW] KRW,[EUR] EUR,1,0.00064,01/05/2025
[KES] KES,[GBP] GBP,1,0.00575,01/05/2025
[KES] KES,[USD] USD,1,0.00769,01/05/2025
[KES] KES,[EUR] EUR,1,0.00683,01/05/2025
[JPY] JPY,[GBP] GBP,1,0.00518,01/05/2025
[JPY] JPY,[USD] USD,1,0.00692,01/05/2025
[JPY] JPY,[EUR] EUR,1,0.00615,01/05/2025
[JOD] JOD,[GBP] GBP,1,1.05514,01/05/2025
[JOD] JOD,[USD] USD,1,1.41044,01/05/2025
[JOD] JOD,[EUR] EUR,1,1.25307,01/05/2025
[JMD] JMD,[GBP] GBP,1,0.00469,01/05/2025
[JMD] JMD,[USD] USD,1,0.00627,01/05/2025
[JMD] JMD,[EUR] EUR,1,0.00557,01/05/2025
[ISK] ISK,[GBP] GBP,1,0.00578,01/05/2025
[ISK] ISK,[USD] USD,1,0.00773,01/05/2025
[ISK] ISK,[EUR] EUR,1,0.00687,01/05/2025
[IRR] IRR,[GBP] GBP,1,0,01/05/2025
[IRR] IRR,[USD] USD,1,0,01/05/2025
[IRR] IRR,[EUR] EUR,1,0,01/05/2025
[INR] INR,[GBP] GBP,1,0.00874,01/05/2025
[INR] INR,[USD] USD,1,0.01168,01/05/2025
[INR] INR,[EUR] EUR,1,0.01038,01/05/2025
[ILS] ILS,[GBP] GBP,1,0.21079,01/05/2025
[ILS] ILS,[USD] USD,1,0.28177,01/05/2025
[ILS] ILS,[EUR] EUR,1,0.25033,01/05/2025
[IDR] IDR,[GBP] GBP,1,0.00005,01/05/2025
[IDR] IDR,[USD] USD,1,0.00006,01/05/2025
[IDR] IDR,[EUR] EUR,1,0.00005,01/05/2025
[HUF] HUF,[GBP] GBP,1,0.00209,01/05/2025
[HUF] HUF,[USD] USD,1,0.00279,01/05/2025
[HUF] HUF,[EUR] EUR,1,0.00248,01/05/2025
[HTG] HTG,[GBP] GBP,1,0.00568,01/05/2025
[HTG] HTG,[USD] USD,1,0.0076,01/05/2025
[HTG] HTG,[EUR] EUR,1,0.00675,01/05/2025
[HRK] HRK,[GBP] GBP,1,0.11176,01/05/2025
[HRK] HRK,[USD] USD,1,0.14939,01/05/2025
[HRK] HRK,[EUR] EUR,1,0.13272,01/05/2025
[HNL] HNL,[GBP] GBP,1,0.02886,01/05/2025
[HNL] HNL,[USD] USD,1,0.03858,01/05/2025
[HNL] HNL,[EUR] EUR,1,0.03427,01/05/2025
[HKD] HKD,[GBP] GBP,1,0.09562,01/05/2025
[HKD] HKD,[USD] USD,1,0.12781,01/05/2025
[HKD] HKD,[EUR] EUR,1,0.11355,01/05/2025
[GYD] GYD,[GBP] GBP,1,0.00355,01/05/2025
[GYD] GYD,[USD] USD,1,0.00475,01/05/2025
[GYD] GYD,[EUR] EUR,1,0.00422,01/05/2025
[GTQ] GTQ,[GBP] GBP,1,0.09758,01/05/2025
[GTQ] GTQ,[USD] USD,1,0.13044,01/05/2025
[GTQ] GTQ,[EUR] EUR,1,0.11588,01/05/2025
[GIP] GIP,[GBP] GBP,1,1,01/05/2025
[GIP] GIP,[USD] USD,1,1.33672,01/05/2025
[GIP] GIP,[EUR] EUR,1,1.18759,01/05/2025
[GHS] GHS,[GBP] GBP,1,0.06102,01/05/2025
[GHS] GHS,[USD] USD,1,0.08157,01/05/2025
[GHS] GHS,[EUR] EUR,1,0.07247,01/05/2025
[GEL] GEL,[GBP] GBP,1,0.26892,01/05/2025
[GEL] GEL,[USD] USD,1,0.35948,01/05/2025
[GEL] GEL,[EUR] EUR,1,0.31937,01/05/2025
[FJD] FJD,[GBP] GBP,1,0.32804,01/05/2025
[FJD] FJD,[USD] USD,1,0.4385,01/05/2025
[FJD] FJD,[EUR] EUR,1,0.38957,01/05/2025
[EUR] EUR,[GBP] GBP,1,0.84205,01/05/2025
[EUR] EUR,[USD] USD,1,1.12557,01/05/2025
[ETB] ETB,[GBP] GBP,1,0.00591,01/05/2025
[ETB] ETB,[USD] USD,1,0.00791,01/05/2025
[ETB] ETB,[EUR] EUR,1,0.00702,01/05/2025
[EGP] EGP,[GBP] GBP,1,0.01496,01/05/2025
[EGP] EGP,[USD] USD,1,0.02,01/05/2025
[EGP] EGP,[EUR] EUR,1,0.01777,01/05/2025
[DZD] DZD,[GBP] GBP,1,0.0056,01/05/2025
[DZD] DZD,[USD] USD,1,0.00749,01/05/2025
[DZD] DZD,[EUR] EUR,1,0.00665,01/05/2025
[DOP] DOP,[GBP] GBP,1,0.01268,01/05/2025
[DOP] DOP,[USD] USD,1,0.01695,01/05/2025
[DOP] DOP,[EUR] EUR,1,0.01506,01/05/2025
[DKK] DKK,[GBP] GBP,1,0.11287,01/05/2025
[DKK] DKK,[USD] USD,1,0.15087,01/05/2025
[DKK] DKK,[EUR] EUR,1,0.13404,01/05/2025
[DJF] DJF,[GBP] GBP,1,0.00421,01/05/2025
[DJF] DJF,[USD] USD,1,0.00563,01/05/2025
[DJF] DJF,[EUR] EUR,1,0.005,01/05/2025
[CZK] CZK,[GBP] GBP,1,0.03382,01/05/2025
[CZK] CZK,[USD] USD,1,0.04521,01/05/2025
[CZK] CZK,[EUR] EUR,1,0.04016,01/05/2025
[CRC] CRC,[GBP] GBP,1,0.00147,01/05/2025
[CRC] CRC,[USD] USD,1,0.00197,01/05/2025
[CRC] CRC,[EUR] EUR,1,0.00175,01/05/2025
[COP] COP,[GBP] GBP,1,0.00018,01/05/2025
[COP] COP,[USD] USD,1,0.00024,01/05/2025
[COP] COP,[EUR] EUR,1,0.00021,01/05/2025
[CNY] CNY,[GBP] GBP,1,0.10374,01/05/2025
[CNY] CNY,[USD] USD,1,0.13868,01/05/2025
[CNY] CNY,[EUR] EUR,1,0.1232,01/05/2025
[CLP] CLP,[GBP] GBP,1,0.00079,01/05/2025
[CLP] CLP,[USD] USD,1,0.00106,01/05/2025
[CLP] CLP,[EUR] EUR,1,0.00094,01/05/2025
[CHF] CHF,[GBP] GBP,1,0.89998,01/05/2025
[CHF] CHF,[USD] USD,1,1.20301,01/05/2025
[CHF] CHF,[EUR] EUR,1,1.0688,01/05/2025
[CAD] CAD,[GBP] GBP,1,0.53738,01/05/2025
[CAD] CAD,[USD] USD,1,0.71832,01/05/2025
[CAD] CAD,[EUR] EUR,1,0.63818,01/05/2025
[BZD] BZD,[GBP] GBP,1,0.37405,01/05/2025
[BZD] BZD,[USD] USD,1,0.5,01/05/2025
[BZD] BZD,[EUR] EUR,1,0.44421,01/05/2025
[BWP] BWP,[GBP] GBP,1,0.05479,01/05/2025
[BWP] BWP,[USD] USD,1,0.07324,01/05/2025
[BWP] BWP,[EUR] EUR,1,0.06507,01/05/2025
[BSD] BSD,[GBP] GBP,1,0.74809,01/05/2025
[BSD] BSD,[USD] USD,1,1,01/05/2025
[BSD] BSD,[EUR] EUR,1,0.88842,01/05/2025
[BRL] BRL,[GBP] GBP,1,0.13213,01/05/2025
[BRL] BRL,[USD] USD,1,0.17662,01/05/2025
[BRL] BRL,[EUR] EUR,1,0.15691,01/05/2025
[BND] BND,[GBP] GBP,1,0.57782,01/05/2025
[BND] BND,[USD] USD,1,0.77238,01/05/2025
[BND] BND,[EUR] EUR,1,0.68621,01/05/2025
[BMD] BMD,[GBP] GBP,1,0.74809,01/05/2025
[BMD] BMD,[USD] USD,1,1,01/05/2025
[BMD] BMD,[EUR] EUR,1,0.88842,01/05/2025
[BIF] BIF,[GBP] GBP,1,0.00025,01/05/2025
[BIF] BIF,[USD] USD,1,0.00034,01/05/2025
[BIF] BIF,[EUR] EUR,1,0.0003,01/05/2025
[BHD] BHD,[GBP] GBP,1,1.9891,01/05/2025
[BHD] BHD,[USD] USD,1,2.65887,01/05/2025
[BHD] BHD,[EUR] EUR,1,2.36222,01/05/2025
[BGN] BGN,[GBP] GBP,1,0.43053,01/05/2025
[BGN] BGN,[USD] USD,1,0.5755,01/05/2025
[BGN] BGN,[EUR] EUR,1,0.51129,01/05/2025
[BDT] BDT,[GBP] GBP,1,0.00613,01/05/2025
[BDT] BDT,[USD] USD,1,0.0082,01/05/2025
[BDT] BDT,[EUR] EUR,1,0.00728,01/05/2025
[BBD] BBD,[GBP] GBP,1,0.37405,01/05/2025
[BBD] BBD,[USD] USD,1,0.5,01/05/2025
[BBD] BBD,[EUR] EUR,1,0.44421,01/05/2025
[BAM] BAM,[GBP] GBP,1,0.43053,01/05/2025
[BAM] BAM,[USD] USD,1,0.5755,01/05/2025
[BAM] BAM,[EUR] EUR,1,0.51129,01/05/2025
[AZN] AZN,[GBP] GBP,1,0.44006,01/05/2025
[AZN] AZN,[USD] USD,1,0.58824,01/05/2025
[AZN] AZN,[EUR] EUR,1,0.5226,01/05/2025
[AWG] AWG,[GBP] GBP,1,0.41561,01/05/2025
[AWG] AWG,[USD] USD,1,0.55556,01/05/2025
[AWG] AWG,[EUR] EUR,1,0.49357,01/05/2025
[AUD] AUD,[GBP] GBP,1,0.48067,01/05/2025
[AUD] AUD,[USD] USD,1,0.64253,01/05/2025
[AUD] AUD,[EUR] EUR,1,0.57084,01/05/2025
[ARS] ARS,[GBP] GBP,1,0.00065,01/05/2025
[ARS] ARS,[USD] USD,1,0.00086,01/05/2025
[ARS] ARS,[EUR] EUR,1,0.00077,01/05/2025
[AOA] AOA,[GBP] GBP,1,0.0008,01/05/2025
[AOA] AOA,[USD] USD,1,0.00107,01/05/2025
[AOA] AOA,[EUR] EUR,1,0.00095,01/05/2025
[ANG] ANG,[GBP] GBP,1,0.41793,01/05/2025
[ANG] ANG,[USD] USD,1,0.55866,01/05/2025
[ANG] ANG,[EUR] EUR,1,0.49632,01/05/2025
[AMD] AMD,[GBP] GBP,1,0.00194,01/05/2025
[AMD] AMD,[USD] USD,1,0.00259,01/05/2025
[AMD] AMD,[EUR] EUR,1,0.00231,01/05/2025
[AED] AED,[GBP] GBP,1,0.20365,01/05/2025
[AED] AED,[USD] USD,1,0.27223,01/05/2025
[AED] AED,[EUR] EUR,1,0.24185,01/05/2025
[USD] USD,[GBP] GBP,1,0.74809,01/05/2025
[USD] USD,[EUR] EUR,1,0.88842,01/05/2025
[GBP] GBP,[USD] USD,1,1.33672,01/05/2025
[GBP] GBP,[EUR] EUR,1,1.18759,01/05/2025
[EUR] EUR,[GBP] GBP,1,0.85719,01/04/2025
[EUR] EUR,[USD] USD,1,1.14228,01/04/2025
[ZMW] ZMW,[GBP] GBP,1,0.02635,01/04/2025
[ZMW] ZMW,[USD] USD,1,0.03511,01/04/2025
[ZMW] ZMW,[EUR] EUR,1,0.03074,01/04/2025
[ZAR] ZAR,[GBP] GBP,1,0.0401,01/04/2025
[ZAR] ZAR,[USD] USD,1,0.05344,01/04/2025
[ZAR] ZAR,[EUR] EUR,1,0.04678,01/04/2025
[XPF] XPF,[GBP] GBP,1,0.00718,01/04/2025
[XPF] XPF,[USD] USD,1,0.00957,01/04/2025
[XPF] XPF,[EUR] EUR,1,0.00838,01/04/2025
[XOF] XOF,[GBP] GBP,1,0.00131,01/04/2025
[XOF] XOF,[USD] USD,1,0.00174,01/04/2025
[XOF] XOF,[EUR] EUR,1,0.00152,01/04/2025
[XCD] XCD,[GBP] GBP,1,0.27793,01/04/2025
[XCD] XCD,[USD] USD,1,0.37037,01/04/2025
[XCD] XCD,[EUR] EUR,1,0.32423,01/04/2025
[XAF] XAF,[GBP] GBP,1,0.00131,01/04/2025
[XAF] XAF,[USD] USD,1,0.00174,01/04/2025
[XAF] XAF,[EUR] EUR,1,0.00152,01/04/2025
[VUV] VUV,[GBP] GBP,1,0.00627,01/04/2025
[VUV] VUV,[USD] USD,1,0.00835,01/04/2025
[VUV] VUV,[EUR] EUR,1,0.00731,01/04/2025
[VND] VND,[GBP] GBP,1,0.00003,01/04/2025
[VND] VND,[USD] USD,1,0.00004,01/04/2025
[VND] VND,[EUR] EUR,1,0.00003,01/04/2025
[USD] USD,[GBP] GBP,1,0.75041,01/04/2025
[USD] USD,[EUR] EUR,1,0.87543,01/04/2025
[UAH] UAH,[GBP] GBP,1,0.01805,01/04/2025
[UAH] UAH,[USD] USD,1,0.02405,01/04/2025
[UAH] UAH,[EUR] EUR,1,0.02105,01/04/2025
[TWD] TWD,[GBP] GBP,1,0.02307,01/04/2025
[TWD] TWD,[USD] USD,1,0.03074,01/04/2025
[TWD] TWD,[EUR] EUR,1,0.02691,01/04/2025
[TTD] TTD,[GBP] GBP,1,0.11082,01/04/2025
[TTD] TTD,[USD] USD,1,0.14768,01/04/2025
[TTD] TTD,[EUR] EUR,1,0.12928,01/04/2025
[TRY] TRY,[GBP] GBP,1,0.01965,01/04/2025
[TRY] TRY,[USD] USD,1,0.02618,01/04/2025
[TRY] TRY,[EUR] EUR,1,0.02292,01/04/2025
[TOP] TOP,[GBP] GBP,1,0.31129,01/04/2025
[TOP] TOP,[USD] USD,1,0.41483,01/04/2025
[TOP] TOP,[EUR] EUR,1,0.36315,01/04/2025
[TND] TND,[GBP] GBP,1,0.25104,01/04/2025
[TND] TND,[USD] USD,1,0.33453,01/04/2025
[TND] TND,[EUR] EUR,1,0.29286,01/04/2025
[THB] THB,[GBP] GBP,1,0.02238,01/04/2025
[THB] THB,[USD] USD,1,0.02982,01/04/2025
[THB] THB,[EUR] EUR,1,0.02611,01/04/2025
[SZL] SZL,[GBP] GBP,1,0.0401,01/04/2025
[SZL] SZL,[USD] USD,1,0.05344,01/04/2025
[SZL] SZL,[EUR] EUR,1,0.04678,01/04/2025
[SGD] SGD,[GBP] GBP,1,0.57275,01/04/2025
[SGD] SGD,[USD] USD,1,0.76324,01/04/2025
[SGD] SGD,[EUR] EUR,1,0.66817,01/04/2025
[SEK] SEK,[GBP] GBP,1,0.07822,01/04/2025
